Business_ID,Annual_Revenue,Requested_Loan_Amount,GST_Compliance,Past_Defaults,Bank_Transactions,Market_Trend,Credit_Score,Sanctioned_Loan_Amount,Difference
6277,722003,135739,88,0,Low Volume,Stable,528,135739,0
6278,1065868,248512,92,0,Stable,Growth,628,248512,0
6279,2112053,651062,95,0,Stable,Stable,593,422410,228652
6280,1187232,288095,91,0,Low Volume,Stable,549,237446,50649
6281,3359301,566407,97,0,Low Volume,Declining,501,566407,0
6282,4508683,1769358,93,1,Stable,Growth,577,901736,867622
6283,3203204,926240,87,1,Stable,Growth,584,640640,285600
6284,7239264,582426,84,0,High Volume,Stable,614,582426,0
6285,2765304,596593,86,1,High Volume,Declining,526,553060,43533
6286,748991,335706,89,1,Stable,Growth,570,149798,185908
6287,5901406,2300701,94,0,Stable,Growth,642,1770421,530280
6288,1221848,238824,90,1,Low Volume,Stable,517,238824,0
6289,4107540,1939508,95,0,Low Volume,Stable,573,821508,1118000
6290,6982987,589862,93,0,High Volume,Declining,585,589862,0
6291,2857194,1378755,85,0,Stable,Declining,502,571438,807317
6292,599034,96185,94,1,Low Volume,Growth,552,96185,0
6293,951153,51450,93,0,High Volume,Growth,693,51450,0
6294,5712661,1400822,88,0,Stable,Stable,561,1142532,258290
6295,1731852,366350,97,0,High Volume,Stable,627,366350,0
6296,2113084,618267,91,0,High Volume,Growth,671,618267,0
6297,3638418,1486468,94,0,Stable,Declining,539,727683,758785
6298,3460966,1485079,98,0,Stable,Declining,530,692193,792886
6299,2478192,571356,99,0,High Volume,Stable,628,571356,0
6300,1677920,408457,81,0,High Volume,Growth,654,408457,0
6301,1543966,180150,92,0,High Volume,Growth,677,180150,0
6302,3938534,281197,91,0,Low Volume,Growth,602,281197,0
6303,3087449,1045246,85,0,High Volume,Growth,648,926234,119012
6304,1613893,127493,94,0,Stable,Declining,514,127493,0
6305,4712315,1791733,96,0,High Volume,Growth,676,1413694,378039
6306,1788294,523238,85,0,Stable,Growth,599,357658,165580
6307,1003165,139803,91,0,Stable,Growth,608,139803,0
6308,1080380,316319,85,0,Unstable,Growth,549,216076,100243
6309,906193,119934,93,0,Low Volume,Growth,618,119934,0
6310,1594502,394530,93,0,Unstable,Declining,452,318900,75630
6311,5319976,2180138,98,1,Stable,Declining,504,1063995,1116143
6312,1041241,268498,97,0,Low Volume,Stable,543,208248,60250
6313,2305437,269539,95,0,Low Volume,Growth,587,269539,0
6314,1172500,440535,94,0,High Volume,Stable,650,351750,88785
6315,1610013,215815,94,0,Unstable,Declining,481,215815,0
6316,592418,226510,95,0,High Volume,Declining,567,118483,108027
6317,1662062,441624,96,1,Low Volume,Stable,523,332412,109212
6318,1698126,431636,97,0,Low Volume,Growth,600,431636,0
6319,3054817,1323181,85,0,High Volume,Declining,539,610963,712218
6320,2370531,874422,85,1,Unstable,Stable,448,474106,400316
6321,760162,49266,97,0,Unstable,Growth,570,49266,0
6322,4720185,865108,94,0,Stable,Growth,620,865108,0
6323,2346047,1036752,91,0,High Volume,Growth,690,703814,332938
6324,2323801,135354,89,0,Stable,Stable,549,135354,0
6325,1968248,581350,83,0,Stable,Growth,589,393649,187701
6326,1310336,494680,91,0,Unstable,Growth,545,262067,232613
6327,2360164,778465,85,0,Stable,Stable,572,472032,306433
6328,2900724,1137779,95,0,Stable,Declining,552,580144,557635
6329,500000,188281,99,0,Stable,Growth,665,150000,38281
6330,1288503,465683,94,0,High Volume,Stable,652,386550,79133
6331,1616934,678616,93,1,Stable,Growth,582,323386,355230
6332,2433732,828834,97,0,Stable,Declining,523,486746,342088
6333,5150729,1190273,88,0,Stable,Stable,549,1030145,160128
6334,1069399,280567,97,0,Low Volume,Growth,604,280567,0
6335,1331252,495926,93,0,High Volume,Stable,624,399375,96551
6336,1315823,584670,95,0,Stable,Stable,589,263164,321506
6337,1044217,180126,96,0,High Volume,Stable,644,180126,0
6338,1501914,306292,95,0,High Volume,Declining,586,300382,5910
6339,3673450,1722234,88,0,Stable,Declining,504,734690,987544
6340,853356,264822,92,1,High Volume,Growth,652,256006,8816
6341,2791952,364441,97,0,High Volume,Stable,639,364441,0
6342,508123,177164,92,1,Low Volume,Stable,504,101624,75540
6343,1265439,627459,97,1,Stable,Stable,546,253087,374372
6344,1523329,640642,91,0,High Volume,Declining,582,304665,335977
6345,7571394,2919405,86,0,Unstable,Stable,485,1514278,1405127
6346,1591453,228566,94,0,Unstable,Growth,581,228566,0
6347,500000,222131,90,0,High Volume,Stable,607,150000,72131
6348,500000,143302,85,0,Unstable,Growth,561,100000,43302
6349,2037479,917233,96,2,Stable,Growth,566,407495,509738
6350,3239782,642846,93,0,Unstable,Stable,512,642846,0
6351,2677421,208633,96,0,Unstable,Growth,593,208633,0
6352,2267200,598970,93,1,Stable,Stable,554,453440,145530
6353,5024355,861310,94,0,High Volume,Declining,600,861310,0
6354,1287647,478816,93,0,Unstable,Declining,460,257529,221287
6355,4056895,1950141,96,0,Stable,Growth,630,1217068,733073
6356,537341,193947,93,0,Stable,Growth,620,161202,32745
6357,961300,431739,96,0,Stable,Stable,581,192260,239479
6358,500000,126930,97,0,Stable,Stable,580,100000,26930
6359,1591399,632165,82,1,Unstable,Growth,483,318279,313886
6360,1910721,820405,92,2,Low Volume,Growth,519,382144,438261
6361,2172266,803508,92,0,High Volume,Stable,642,651679,151829
6362,2083389,580223,89,0,High Volume,Growth,671,580223,0
6363,944072,313092,89,0,High Volume,Stable,604,283221,29871
6364,1702839,621925,90,0,Stable,Stable,562,340567,281358
6365,598417,98073,83,0,Low Volume,Declining,451,98073,0
6366,5900710,2444727,98,0,Stable,Declining,532,1180142,1264585
6367,1555176,742824,94,0,Stable,Growth,651,466552,276272
6368,1340953,347786,91,0,High Volume,Growth,662,347786,0
6369,7068453,2583380,92,0,Stable,Growth,624,2120535,462845
6370,733955,280122,91,0,High Volume,Growth,680,220186,59936
6371,805751,280411,92,0,High Volume,Stable,623,241725,38686
6372,824905,244338,98,0,Stable,Growth,641,244338,0
6373,1877972,838968,91,0,High Volume,Growth,660,563391,275577
6374,2800491,705771,96,0,Unstable,Growth,598,560098,145673
6375,3583105,277677,93,0,Unstable,Growth,588,277677,0
6376,15519320,6674089,98,0,Low Volume,Growth,601,4655796,2018293
6377,500000,176646,94,0,Stable,Growth,647,150000,26646
6378,3226758,1394496,89,0,Low Volume,Stable,548,645351,749145
6379,1269706,142647,92,1,Unstable,Declining,426,142647,0
6380,1240305,79180,86,0,High Volume,Growth,640,79180,0
6381,1207644,568159,95,0,Stable,Declining,538,241528,326631
6382,958365,111628,84,1,Low Volume,Growth,527,111628,0
6383,7630164,3161509,92,0,Stable,Growth,624,2289049,872460
6384,3889682,1635395,89,0,Low Volume,Declining,488,777936,857459
6385,2019896,745175,94,0,Stable,Declining,533,403979,341196
6386,5843337,637321,92,0,Stable,Growth,618,637321,0
6387,591240,207129,86,1,Stable,Stable,509,118248,88881
6388,683810,307775,88,0,High Volume,Stable,621,205143,102632
6389,500000,120745,87,1,High Volume,Stable,558,100000,20745
6390,1133101,267505,87,1,High Volume,Stable,559,226620,40885
6391,2256575,562533,84,0,High Volume,Growth,651,562533,0
6392,2152815,187343,99,0,High Volume,Growth,691,187343,0
6393,2234378,1008624,97,0,Low Volume,Growth,594,446875,561749
6394,641237,282870,93,0,Stable,Growth,632,192371,90499
6395,3769767,1881337,88,0,Stable,Growth,599,753953,1127384
6396,2401735,752541,94,1,High Volume,Growth,644,720520,32021
6397,3564176,1383029,93,0,High Volume,Growth,698,1069252,313777
6398,500000,70601,94,1,High Volume,Growth,636,70601,0
6399,2543859,891338,91,0,Unstable,Stable,522,508771,382567
6400,766652,262486,83,1,High Volume,Growth,608,229995,32491
6401,1442865,657288,89,0,High Volume,Declining,573,288573,368715
6402,3040377,1288684,93,0,Stable,Stable,585,608075,680609
6403,2132648,1007271,95,1,Stable,Declining,508,426529,580742
6404,1003263,442414,94,0,Low Volume,Growth,614,300978,141436
6405,1992735,878621,95,0,Low Volume,Growth,594,398547,480074
6406,582318,45814,95,0,Low Volume,Declining,493,45814,0
6407,4976383,2143243,93,0,Low Volume,Growth,586,995276,1147967
6408,1682469,544052,95,0,High Volume,Growth,678,504740,39312
6409,4851701,1073196,85,1,High Volume,Growth,595,970340,102856
6410,1301170,98149,97,0,High Volume,Stable,630,98149,0
6411,1304251,462948,95,0,Low Volume,Growth,588,260850,202098
6412,1075881,212692,91,0,Stable,Growth,620,212692,0
6413,3996538,1041095,82,0,Unstable,Stable,495,799307,241788
6414,1124057,401039,88,0,Stable,Declining,534,224811,176228
6415,3320667,1528498,91,1,High Volume,Stable,588,664133,864365
6416,1460133,615368,88,0,High Volume,Growth,657,438039,177329
6417,500000,126384,90,0,Stable,Growth,628,126384,0
6418,1256385,282061,87,0,High Volume,Stable,599,251277,30784
6419,771980,121896,92,0,Stable,Growth,642,121896,0
6420,2037272,443294,98,0,High Volume,Stable,645,443294,0
6421,765033,76481,88,1,Low Volume,Stable,497,76481,0
6422,4158979,2025412,88,0,Stable,Growth,628,1247693,777719
6423,1843431,568261,83,1,Low Volume,Stable,494,368686,199575
6424,1720152,184938,87,0,Unstable,Declining,461,184938,0
6425,3350814,699525,90,0,Stable,Stable,564,670162,29363
6426,4287119,1269706,96,0,Low Volume,Declining,494,857423,412283
6427,1951133,565435,96,0,High Volume,Stable,652,565435,0
6428,1069862,70586,90,0,Unstable,Stable,516,70586,0
6429,500000,238939,86,1,High Volume,Declining,531,100000,138939
6430,1145281,199186,93,2,Stable,Growth,553,199186,0
6431,1210120,69319,95,0,Unstable,Growth,560,69319,0
6432,2160059,182309,91,0,High Volume,Growth,656,182309,0
6433,1504367,467990,95,1,High Volume,Declining,526,300873,167117
6434,3437814,385047,88,0,High Volume,Stable,632,385047,0
6435,1214221,83509,92,0,High Volume,Stable,619,83509,0
6436,1894314,418325,88,1,Stable,Stable,507,378862,39463
6437,5112453,1688349,90,1,High Volume,Stable,594,1022490,665859
6438,2606347,261489,86,0,High Volume,Stable,600,261489,0
6439,1889778,360943,97,1,Low Volume,Growth,579,360943,0
6440,1224991,291538,95,0,High Volume,Declining,598,244998,46540
6441,1194711,145464,94,0,High Volume,Growth,687,145464,0
6442,1004007,278846,97,1,High Volume,Stable,619,278846,0
6443,1286189,113630,82,1,High Volume,Stable,561,113630,0
6444,3629236,257434,85,0,High Volume,Growth,638,257434,0
6445,1660268,471393,92,0,Low Volume,Growth,589,332053,139340
6446,673458,108800,91,0,High Volume,Stable,613,108800,0
6447,8158211,758046,91,0,High Volume,Growth,655,758046,0
6448,2561163,616627,91,0,Stable,Stable,575,512232,104395
6449,643351,297108,99,2,High Volume,Growth,604,193005,104103
6450,1392374,523375,93,0,Stable,Growth,634,417712,105663
6451,2166685,903566,94,1,High Volume,Declining,535,433337,470229
6452,7753645,3429912,83,0,Stable,Growth,583,1550729,1879183
6453,817094,398482,94,0,Stable,Declining,533,163418,235064
6454,4328937,1703268,92,0,Stable,Growth,619,1298681,404587
6455,6074372,1966782,93,0,Stable,Growth,620,1822311,144471
6456,1199094,257136,91,0,Stable,Stable,555,239818,17318
6457,1588005,209203,87,0,Unstable,Stable,510,209203,0
6458,865405,310678,86,0,Low Volume,Declining,477,173081,137597
6459,1684924,838633,90,0,Unstable,Growth,542,336984,501649
6460,1925561,501245,88,0,High Volume,Stable,626,501245,0
6461,3360902,1262542,93,0,Unstable,Stable,511,672180,590362
6462,4742841,1293807,97,0,Stable,Stable,588,948568,345239
6463,1089820,266319,95,0,High Volume,Growth,675,266319,0
6464,500000,117319,93,0,Stable,Stable,584,100000,17319
6465,1949345,540127,89,0,Low Volume,Stable,523,389869,150258
6466,2507583,539389,89,1,Unstable,Declining,422,501516,37873
6467,2420620,936654,93,3,Stable,Declining,391,484124,452530
6468,1526765,677002,92,1,High Volume,Growth,616,458029,218973
6469,2190853,979965,88,0,High Volume,Stable,610,657255,322710
6470,6664836,1016150,89,0,Stable,Declining,508,1016150,0
6471,2690903,1219407,91,1,Stable,Declining,500,538180,681227
6472,1470783,299596,95,1,High Volume,Growth,633,299596,0
6473,1328873,251407,89,0,Low Volume,Declining,483,251407,0
6474,1730841,652597,88,1,High Volume,Growth,642,519252,133345
6475,7343984,1374157,97,1,Stable,Stable,548,1374157,0
6476,1712319,126429,91,1,Stable,Stable,535,126429,0
6477,1951609,425701,83,0,Unstable,Declining,445,390321,35380
6478,1348022,505049,94,0,Stable,Declining,513,269604,235445
6479,4776347,941567,89,0,Stable,Declining,523,941567,0
6480,9510146,3169747,97,1,Stable,Stable,571,1902029,1267718
6481,2843341,986792,95,0,Stable,Growth,629,853002,133790
6482,2118499,805414,97,2,High Volume,Growth,627,635549,169865
6483,2041971,926460,97,0,Stable,Growth,625,612591,313869
6484,500000,122327,93,0,Low Volume,Growth,609,122327,0
6485,3598835,449474,85,0,Unstable,Declining,465,449474,0
6486,2207416,427172,89,1,Stable,Growth,593,427172,0
6487,2793131,682851,96,0,Stable,Declining,552,558626,124225
6488,1122232,416630,93,0,Stable,Stable,577,224446,192184
6489,1457793,81498,94,0,Low Volume,Declining,509,81498,0
6490,1427136,274158,92,1,High Volume,Declining,517,274158,0
6491,4489709,1800055,94,0,Stable,Stable,597,897941,902114
6492,1464453,515320,85,0,High Volume,Growth,654,439335,75985
6493,10492049,3979456,98,1,High Volume,Growth,636,3147614,831842
6494,2798768,1162370,87,0,Low Volume,Growth,568,559753,602617
6495,714583,287588,96,0,High Volume,Growth,707,285833,1755
6496,1788992,638639,98,0,Stable,Stable,603,536697,101942
6497,1177212,291769,94,0,Low Volume,Stable,543,235442,56327
6498,500000,246310,91,0,Low Volume,Growth,611,150000,96310
6499,7128253,2181837,95,0,Stable,Declining,531,1425650,756187
6500,3479900,491522,98,0,Stable,Declining,525,491522,0
6501,3037562,552125,95,1,Stable,Growth,611,552125,0
6502,2263274,819539,97,0,High Volume,Growth,693,678982,140557
6503,656308,305927,96,0,Low Volume,Growth,626,196892,109035
6504,1346617,175631,87,2,High Volume,Stable,537,175631,0
6505,3888075,338480,82,0,Stable,Declining,494,338480,0
6506,855143,381983,92,0,High Volume,Stable,607,256542,125441
6507,500000,230938,93,0,Low Volume,Stable,560,100000,130938
6508,1653352,288296,94,0,Low Volume,Growth,614,288296,0
6509,1770184,389049,89,0,Stable,Stable,586,354036,35013
6510,2209884,767017,82,0,High Volume,Growth,648,662965,104052
6511,3551267,704815,94,0,Unstable,Stable,515,704815,0
6512,3302151,1468537,93,0,Stable,Growth,624,990645,477892
6513,2438798,240003,93,2,High Volume,Growth,612,240003,0
6514,5159886,346187,86,0,High Volume,Stable,627,346187,0
6515,588201,84594,98,0,High Volume,Growth,693,84594,0
6516,2968791,530640,93,1,High Volume,Stable,604,530640,0
6517,3273043,329978,93,1,High Volume,Stable,597,329978,0
6518,735533,58520,85,1,Unstable,Declining,393,58520,0
6519,595826,232386,91,0,High Volume,Declining,561,119165,113221
6520,1091700,135288,80,1,Stable,Stable,504,135288,0
6521,1167957,538738,88,0,Low Volume,Growth,580,233591,305147
6522,3622720,781058,95,0,Stable,Growth,621,781058,0
6523,1212711,426599,92,1,Unstable,Stable,471,242542,184057
6524,999411,151342,84,1,Unstable,Growth,518,151342,0
6525,1215533,192231,91,1,Stable,Growth,580,192231,0
6526,4852021,1497427,94,1,Low Volume,Growth,580,970404,527023
6527,2003557,605654,79,1,Stable,Growth,540,400711,204943
6528,1717876,680155,95,0,Stable,Declining,532,343575,336580
6529,1815725,709978,91,1,High Volume,Growth,620,544717,165261
6530,5574138,1961035,91,0,Stable,Growth,627,1672241,288794
6531,1088883,274517,89,0,High Volume,Growth,666,274517,0
6532,5679687,2560336,94,0,High Volume,Growth,662,1703906,856430
6533,2346410,774691,91,0,High Volume,Growth,676,703923,70768
6534,1743952,864284,93,0,Low Volume,Growth,591,348790,515494
6535,14661278,6138918,92,0,High Volume,Stable,616,4398383,1740535
6536,852125,59597,98,0,Low Volume,Stable,581,59597,0
6537,1494125,290260,89,0,Unstable,Stable,519,290260,0
6538,739741,227355,92,0,Stable,Growth,635,221922,5433
6539,4248046,1591578,92,0,Low Volume,Growth,592,849609,741969
6540,7658687,2279619,93,0,Stable,Growth,613,2279619,0
6541,7541550,3044966,98,0,Low Volume,Stable,582,1508310,1536656
6542,5278534,935330,90,0,Stable,Growth,621,935330,0
6543,1692815,224739,84,0,Unstable,Growth,536,224739,0
6544,1480377,109937,93,0,Unstable,Growth,558,109937,0
6545,520770,160393,88,1,Stable,Stable,541,104154,56239
6546,10106596,3637059,90,0,High Volume,Stable,600,3031978,605081
6547,2885424,567757,86,0,Stable,Stable,552,567757,0
6548,1337663,436229,87,0,Stable,Stable,569,267532,168697
6549,5736992,421501,87,0,Unstable,Growth,551,421501,0
6550,910536,86211,95,0,Low Volume,Stable,549,86211,0
6551,2745016,1004098,84,0,Low Volume,Growth,586,549003,455095
6552,1727001,372396,96,0,Low Volume,Declining,492,345400,26996
6553,3304982,1163685,93,0,Stable,Growth,627,991494,172191
6554,1884440,799520,95,0,Unstable,Declining,468,376888,422632
6555,621106,269361,91,0,Stable,Growth,617,186331,83030
6556,2106337,268506,93,0,Stable,Stable,577,268506,0
6557,4588627,1233554,90,0,High Volume,Declining,576,917725,315829
6558,1936953,736559,87,1,Stable,Stable,516,387390,349169
6559,3686146,1468160,81,0,High Volume,Growth,641,1105843,362317
6560,859045,346285,92,0,Stable,Growth,628,257713,88572
6561,1941539,296425,97,0,Stable,Stable,606,296425,0
6562,1203075,164389,93,1,Stable,Stable,536,164389,0
6563,3604107,1137116,96,2,Unstable,Growth,501,720821,416295
6564,2033346,779765,94,0,Stable,Growth,618,610003,169762
6565,3443707,666746,91,0,High Volume,Growth,677,666746,0
6566,4733466,459702,99,2,Stable,Declining,453,459702,0
6567,3447965,1284491,98,0,Stable,Declining,528,689593,594898
6568,2466954,456051,83,0,Stable,Declining,519,456051,0
6569,892186,111401,94,1,High Volume,Stable,595,111401,0
6570,1978345,230429,95,0,High Volume,Declining,584,230429,0
6571,1294361,248141,87,0,High Volume,Growth,661,248141,0
6572,1505670,476853,94,2,Unstable,Growth,491,301134,175719
6573,1469412,310459,97,0,Stable,Growth,630,310459,0
6574,905334,53684,89,0,Stable,Growth,619,53684,0
6575,500000,46804,95,0,Low Volume,Growth,617,46804,0
6576,1161805,209969,82,0,High Volume,Growth,640,209969,0
6577,2314498,802823,87,0,Stable,Growth,624,694349,108474
6578,674319,63610,85,0,Stable,Growth,599,63610,0
6579,2007791,606946,97,1,High Volume,Declining,535,401558,205388
6580,9067569,942561,96,0,High Volume,Growth,676,942561,0
6581,4494861,652775,93,1,Stable,Stable,545,652775,0
6582,7384053,941355,83,1,Low Volume,Declining,436,941355,0
6583,2711201,217582,96,0,Low Volume,Stable,546,217582,0
6584,5045503,1776514,98,2,Low Volume,Stable,499,1009100,767414
6585,1111063,287245,96,2,Low Volume,Stable,466,222212,65033
6586,1184141,502045,94,1,Stable,Growth,602,355242,146803
6587,500000,47250,99,0,Stable,Stable,590,47250,0
6588,5121287,589613,99,0,Unstable,Stable,531,589613,0
6589,6798817,1277538,96,0,Low Volume,Growth,628,1277538,0
6590,1273728,502664,94,0,Stable,Growth,613,382118,120546
6591,1618222,303565,92,0,Stable,Stable,587,303565,0
6592,1084804,253615,98,1,Stable,Declining,510,216960,36655
6593,2692883,500127,85,0,Stable,Stable,541,500127,0
6594,4876538,419874,91,0,Stable,Growth,616,419874,0
6595,500000,236373,93,0,High Volume,Declining,587,100000,136373
6596,2751208,816676,91,0,Stable,Growth,642,816676,0
6597,1589075,642820,91,0,Low Volume,Growth,592,317815,325005
6598,2171037,751745,93,0,Stable,Stable,597,434207,317538
6599,2862469,805540,97,2,High Volume,Growth,595,572493,233047
6600,1705618,154111,92,0,Low Volume,Growth,593,154111,0
6601,1825073,619120,87,1,Low Volume,Declining,428,365014,254106
6602,1670945,200374,90,1,Low Volume,Growth,536,200374,0
6603,4309157,1018997,93,1,Stable,Stable,542,861831,157166
6604,2771801,923289,86,0,Low Volume,Growth,579,554360,368929
6605,2365422,950907,90,0,Low Volume,Growth,589,473084,477823
6606,717292,256984,91,0,Low Volume,Growth,599,143458,113526
6607,1464664,515840,90,0,Stable,Growth,619,439399,76441
6608,4069112,476367,97,0,Stable,Stable,576,476367,0
6609,2043465,420459,96,0,High Volume,Growth,675,420459,0
6610,3360583,232924,92,0,Low Volume,Growth,590,232924,0
6611,8147400,3045210,98,0,High Volume,Stable,645,2444220,600990
6612,4551124,2178458,84,0,Low Volume,Growth,586,910224,1268234
6613,2136173,360692,85,1,Stable,Growth,557,360692,0
6614,1317450,117864,92,1,Low Volume,Declining,463,117864,0
6615,500000,132003,90,1,Stable,Growth,579,100000,32003
6616,1732874,754691,96,0,Stable,Stable,596,346574,408117
6617,1527572,455810,94,1,Stable,Growth,576,305514,150296
6618,2709550,192513,86,0,High Volume,Declining,540,192513,0
6619,1753064,856236,91,0,High Volume,Stable,629,525919,330317
6620,1534464,648913,95,1,Stable,Growth,579,306892,342021
6621,500000,54609,95,0,Unstable,Growth,574,54609,0
6622,934742,434476,94,0,Stable,Stable,584,186948,247528
6623,2903190,733955,93,0,Low Volume,Declining,510,580638,153317
6624,7824153,1700612,87,0,Unstable,Growth,542,1564830,135782
6625,1833945,472193,82,1,High Volume,Growth,617,472193,0
6626,2577290,1096785,96,0,Stable,Growth,633,773187,323598
6627,4248101,1473096,96,0,Stable,Stable,594,849620,623476
6628,1036422,79454,94,0,High Volume,Growth,662,79454,0
6629,2658975,1278759,87,0,High Volume,Growth,652,797692,481067
6630,1096472,127742,94,0,High Volume,Stable,624,127742,0
6631,3960416,1526762,91,0,Low Volume,Growth,580,792083,734679
6632,2238066,752575,95,0,Stable,Growth,653,671419,81156
6633,2517461,338316,88,0,High Volume,Stable,622,338316,0
6634,1060150,134458,90,0,Low Volume,Growth,608,134458,0
6635,3490746,1541679,89,1,High Volume,Growth,622,1047223,494456
6636,10509292,2510278,93,0,Low Volume,Stable,533,2101858,408420
6637,885290,305035,93,0,Unstable,Declining,481,177058,127977
6638,1510865,418256,88,0,Stable,Growth,613,418256,0
6639,2386375,900401,95,1,Stable,Stable,562,477275,423126
6640,3719594,988144,90,0,High Volume,Declining,585,743918,244226
6641,1267254,227245,91,1,Stable,Growth,594,227245,0
6642,500000,106761,84,0,Stable,Stable,533,100000,6761
6643,5881672,2567850,86,2,Low Volume,Growth,489,1176334,1391516
6644,3643316,949505,95,0,Low Volume,Growth,623,949505,0
6645,500000,73026,87,0,High Volume,Growth,652,73026,0
6646,1219492,573859,90,0,Stable,Stable,583,243898,329961
6647,6952042,2839702,81,0,Low Volume,Stable,533,1390408,1449294
6648,6313730,473844,95,0,Stable,Growth,648,473844,0
6649,4201331,2098667,92,0,Stable,Growth,617,1260399,838268
6650,1722195,624669,97,0,Low Volume,Growth,607,516658,108011
6651,2118862,258755,84,0,Unstable,Growth,527,258755,0
6652,1785590,279847,87,0,High Volume,Stable,620,279847,0
6653,4889457,1768030,84,0,High Volume,Stable,603,1466837,301193
6654,983946,394457,97,0,Low Volume,Declining,527,196789,197668
6655,1040654,163972,85,0,High Volume,Growth,657,163972,0
6656,4449132,736936,95,0,Low Volume,Growth,600,736936,0
6657,1913627,360153,93,0,Stable,Growth,634,360153,0
6658,5973084,1906060,90,1,High Volume,Growth,649,1791925,114135
6659,1158678,147520,91,0,Stable,Stable,583,147520,0
6660,1897746,183910,95,0,High Volume,Growth,666,183910,0
6661,947962,336990,79,1,High Volume,Growth,579,189592,147398
6662,1994472,798974,95,0,Stable,Growth,638,598341,200633
6663,607533,167326,87,0,High Volume,Growth,667,167326,0
6664,1342298,286882,95,0,High Volume,Growth,701,286882,0
6665,628441,153603,97,0,High Volume,Declining,606,153603,0
6666,3454328,776476,92,0,Stable,Stable,572,690865,85611
6667,3517537,1695429,95,0,Unstable,Growth,594,703507,991922
6668,500000,197820,91,1,High Volume,Growth,642,150000,47820
6669,5763806,827909,88,0,Stable,Stable,547,827909,0
6670,14620455,3258682,88,0,Stable,Growth,634,3258682,0
6671,2057095,606443,89,1,High Volume,Growth,624,606443,0
6672,1187201,386842,94,2,High Volume,Growth,621,356160,30682
6673,18990786,4950570,92,0,High Volume,Growth,682,4950570,0
6674,690261,286153,95,0,Stable,Declining,545,138052,148101
6675,2014910,796741,95,0,Unstable,Growth,592,402982,393759
6676,2289165,634834,87,1,Stable,Stable,540,457833,177001
6677,5815970,2527000,89,0,High Volume,Growth,658,1744791,782209
6678,2643967,1025834,95,0,High Volume,Growth,695,793190,232644
6679,1330537,532696,96,0,Unstable,Stable,535,266107,266589
6680,926392,445021,93,0,High Volume,Stable,644,277917,167104
6681,1508374,256288,89,0,Stable,Stable,572,256288,0
6682,885987,151009,83,0,High Volume,Growth,641,151009,0
6683,2060090,927099,82,0,High Volume,Stable,593,412018,515081
6684,1262549,501866,99,0,High Volume,Stable,643,378764,123102
6685,600051,280191,99,0,Unstable,Growth,607,180015,100176
6686,5411932,424342,97,0,Low Volume,Growth,622,424342,0
6687,1331560,442731,90,1,High Volume,Stable,596,266312,176419
6688,718909,82734,85,0,High Volume,Growth,656,82734,0
6689,1733049,479628,97,0,Stable,Stable,605,479628,0
6690,2094232,251488,98,0,High Volume,Stable,639,251488,0
6691,500000,53818,94,1,Stable,Stable,524,53818,0
6692,2585212,143417,93,0,Low Volume,Growth,600,143417,0
6693,857927,286211,94,2,Stable,Growth,562,171585,114626
6694,7793675,1648831,95,0,Low Volume,Stable,550,1558735,90096
6695,3015175,293481,92,1,Low Volume,Declining,437,293481,0
6696,1439894,281178,93,0,Stable,Growth,648,281178,0
6697,1092376,137667,91,0,Low Volume,Stable,544,137667,0
6698,1823058,863697,98,0,High Volume,Growth,687,546917,316780
6699,3237243,628032,79,0,High Volume,Growth,630,628032,0
6700,1942730,389088,91,0,Low Volume,Declining,477,388546,542
6701,1666561,713182,92,0,High Volume,Stable,632,499968,213214
6702,2077542,709460,98,0,High Volume,Declining,589,415508,293952
6703,1223117,452036,94,0,Stable,Stable,565,244623,207413
6704,1506704,506555,98,0,Low Volume,Growth,616,452011,54544
6705,500000,237894,99,0,Unstable,Stable,526,100000,137894
6706,4320929,618543,97,0,Stable,Stable,601,618543,0
6707,2518158,1246659,92,0,Unstable,Growth,562,503631,743028
6708,1067933,452729,84,1,Low Volume,Stable,500,213586,239143
6709,9056452,2853123,98,0,High Volume,Stable,650,2716935,136188
6710,2125703,739888,98,1,Stable,Growth,623,637710,102178
6711,865519,295983,98,1,Stable,Declining,498,173103,122880
6712,3934876,300146,93,0,High Volume,Stable,632,300146,0
6713,2726253,403778,97,0,Stable,Stable,605,403778,0
6714,2718699,1312212,90,0,Low Volume,Growth,582,543739,768473
6715,1410416,409675,92,0,Stable,Declining,519,282083,127592
6716,2843074,626213,88,1,Unstable,Stable,449,568614,57599
6717,1608147,631869,89,0,Stable,Growth,602,482444,149425
6718,3093313,884791,93,1,High Volume,Stable,600,884791,0
6719,500000,27962,92,0,High Volume,Growth,676,27962,0
6720,1401286,534320,97,0,Stable,Growth,641,420385,113935
6721,7863356,2984127,94,1,Stable,Declining,501,1572671,1411456
6722,1073405,133442,96,0,High Volume,Declining,589,133442,0
6723,1223137,587714,92,0,Stable,Growth,624,366941,220773
6724,1385582,208888,94,0,Stable,Stable,563,208888,0
6725,750245,192053,94,0,Low Volume,Growth,614,192053,0
6726,500000,50816,87,0,Stable,Growth,591,50816,0
6727,1648755,530037,94,1,Unstable,Growth,535,329751,200286
6728,2210408,483975,98,1,Stable,Growth,604,483975,0
6729,1901200,397214,98,0,High Volume,Stable,663,397214,0
6730,1765770,745401,94,0,Stable,Stable,571,353154,392247
6731,2052220,111441,92,1,Low Volume,Growth,547,111441,0
